OrderID,OrderDate,CustomerID,CustomerName,CustomerSegment,Product,Category,SubCategory,Region,Country,SalesChannel,SalesRep,Quantity,UnitPrice,Discount,Sales,Cost,Profit,Returned,Satisfaction,Campaign
383,2024-05-17,1112,Customer 1112,Consumer,Standard Tablet,Tablet,Standard,West,France,Wholesale,Rossi,5,986.07,0.15,4190.8,2519.67,1671.13,0,4,Summer
384,2025-04-24,1039,Customer 1039,Consumer,Standard Tablet,Tablet,Standard,North,Germany,Wholesale,Dubois,5,1478.57,0.2,5914.28,3839.08,2075.2,0,5,Christmas
385,2024-07-08,1184,Customer 1184,Consumer,Gaming Laptop,Laptop,Gaming,South,Italy,Retail,Miller,7,357.97,0.15,2129.92,1611.81,518.11,0,4,Summer
386,2025-02-23,1168,Customer 1168,Consumer,Standard Tablet,Tablet,Standard,North,Germany,Wholesale,Miller,1,1506.64,0.05,1431.31,856.26,575.05,0,3,None
387,2025-05-12,1164,Customer 1164,Business,Android Phone,Phone,Android,North,Germany,Wholesale,Dubois,8,955.96,0.2,6118.14,3787.76,2330.38,0,3,BlackFriday
388,2024-03-13,1119,Customer 1119,Business,Ultrabook Laptop,Laptop,Ultrabook,West,France,Online,Nowak,1,662.45,0.15,563.08,434.67,128.41,0,4,BlackFriday
389,2024-02-11,1245,Customer 1245,Business,Gaming Laptop,Laptop,Gaming,North,Germany,Online,Rossi,2,200.18,0.05,380.34,263.78,116.56,0,3,BlackFriday
390,2025-11-03,1027,Customer 1027,Consumer,Android Phone,Phone,Android,West,France,Wholesale,Nowak,6,1220.6,0.15,6225.06,4907.6,1317.46,0,3,BlackFriday
391,2025-02-15,1231,Customer 1231,Consumer,Standard Tablet,Tablet,Standard,West,France,Retail,Garcia,6,1523.84,0.15,7771.58,5877.88,1893.7,0,4,BlackFriday
392,2024-09-03,1246,Customer 1246,Consumer,iPhone Phone,Phone,iPhone,East,Poland,Retail,Dubois,8,1728.49,0.0,13827.92,10317.07,3510.85,0,2,BlackFriday
393,2024-05-18,1054,Customer 1054,Consumer,Standard Tablet,Tablet,Standard,East,Poland,Online,Garcia,1,1393.31,0.1,1253.98,1000.88,253.1,1,3,None
394,2024-02-08,1067,Customer 1067,Consumer,Keyboard Accessory,Accessory,Keyboard,South,Italy,Online,Garcia,4,434.73,0.1,1565.03,899.6,665.43,0,3,Christmas
395,2024-03-20,1211,Customer 1211,Consumer,Pro Tablet,Tablet,Pro,South,Italy,Retail,Nowak,2,1079.51,0.1,1943.12,1088.32,854.8,1,5,None
396,2024-02-27,1238,Customer 1238,Consumer,Pro Tablet,Tablet,Pro,West,France,Retail,Miller,4,1350.87,0.2,4322.78,3461.41,861.37,0,2,Summer
397,2025-06-20,1128,Customer 1128,Business,Gaming Laptop,Laptop,Gaming,South,Italy,Retail,Nowak,4,292.69,0.15,995.15,808.24,186.91,1,2,Spring
398,2025-03-18,1086,Customer 1086,Business,Pro Tablet,Tablet,Pro,South,Italy,Online,Miller,8,1037.16,0.0,8297.28,5791.51,2505.77,0,2,BackToSchool
399,2025-05-28,1123,Customer 1123,Consumer,Headset Accessory,Accessory,Headset,South,Italy,Online,Rossi,4,888.39,0.2,2842.85,1714.09,1128.76,1,3,Spring
400,2024-03-14,1236,Customer 1236,Business,Pro Tablet,Tablet,Pro,East,Poland,Wholesale,Rossi,2,220.3,0.15,374.51,248.81,125.7,0,3,Summer
401,2024-12-18,1157,Customer 1157,Consumer,Gaming Laptop,Laptop,Gaming,South,Italy,Retail,Dubois,3,804.02,0.05,2291.46,1383.85,907.61,0,3,Christmas
402,2024-03-28,1237,Customer 1237,Consumer,Ultrabook Laptop,Laptop,Ultrabook,South,Italy,Wholesale,Schmidt,5,44.45,0.0,222.25,140.55,81.7,0,2,Summer
403,2024-08-02,1123,Customer 1123,Consumer,Android Phone,Phone,Android,East,Poland,Wholesale,Rossi,3,1257.23,0.0,3771.69,2457.95,1313.74,1,2,Summer
404,2024-06-23,1158,Customer 1158,Business,Gaming Laptop,Laptop,Gaming,South,Italy,Wholesale,Garcia,1,847.63,0.0,847.63,481.44,366.19,0,4,None
405,2024-01-20,1130,Customer 1130,Consumer,Pro Tablet,Tablet,Pro,South,Italy,Retail,Nowak,2,1628.89,0.15,2769.11,2171.06,598.05,1,2,Spring
406,2024-07-22,1063,Customer 1063,Consumer,Headset Accessory,Accessory,Headset,North,Germany,Online,Rossi,5,613.75,0.15,2608.44,1958.9,649.54,0,4,Christmas
407,2024-12-26,1070,Customer 1070,Consumer,Pro Tablet,Tablet,Pro,South,Italy,Wholesale,Miller,5,1584.05,0.0,7920.25,6375.14,1545.11,0,3,Spring
408,2024-12-15,1186,Customer 1186,Consumer,Headset Accessory,Accessory,Headset,South,Italy,Online,Dubois,4,762.85,0.2,2441.12,1443.29,997.83,0,4,BackToSchool
409,2025-07-09,1138,Customer 1138,Consumer,Android Phone,Phone,Android,South,Italy,Wholesale,Nowak,4,1555.41,0.1,5599.48,4120.68,1478.8,1,3,BackToSchool
410,2024-05-28,1136,Customer 1136,Consumer,iPhone Phone,Phone,iPhone,North,Germany,Wholesale,Nowak,2,347.76,0.05,660.74,493.12,167.62,0,5,BackToSchool
411,2024-11-06,1199,Customer 1199,Consumer,Headset Accessory,Accessory,Headset,East,Poland,Online,Schmidt,2,254.15,0.0,508.3,384.2,124.1,1,4,BlackFriday
412,2025-08-03,1006,Customer 1006,Consumer,Android Phone,Phone,Android,South,Italy,Wholesale,Garcia,2,1244.89,0.15,2116.31,1240.59,875.72,1,5,Christmas
413,2025-10-27,1121,Customer 1121,Consumer,Standard Tablet,Tablet,Standard,West,France,Retail,Schmidt,3,364.0,0.0,1092.0,721.07,370.93,0,4,BackToSchool
414,2024-08-15,1237,Customer 1237,Consumer,Android Phone,Phone,Android,North,Germany,Online,Dubois,8,1244.4,0.15,8461.92,6681.94,1779.98,0,5,None
415,2025-09-14,1156,Customer 1156,Consumer,Headset Accessory,Accessory,Headset,East,Poland,Retail,Nowak,1,946.76,0.15,804.75,541.89,262.86,0,3,BlackFriday
416,2025-07-04,1099,Customer 1099,Consumer,Headset Accessory,Accessory,Headset,North,Germany,Wholesale,Rossi,1,357.93,0.15,304.24,200.03,104.21,0,4,BackToSchool
417,2024-06-19,1132,Customer 1132,Consumer,Keyboard Accessory,Accessory,Keyboard,North,Germany,Wholesale,Schmidt,8,1497.21,0.15,10181.03,5848.18,4332.85,1,2,Spring
418,2025-08-22,1115,Customer 1115,Consumer,iPhone Phone,Phone,iPhone,West,France,Retail,Miller,3,827.55,0.05,2358.52,1859.19,499.33,0,4,Summer
419,2025-12-09,1180,Customer 1180,Consumer,Android Phone,Phone,Android,North,Germany,Online,Dubois,6,171.85,0.15,876.43,654.04,222.39,1,3,BackToSchool
420,2025-07-17,1144,Customer 1144,Consumer,Mouse Accessory,Accessory,Mouse,South,Italy,Retail,Nowak,3,308.58,0.05,879.45,526.17,353.28,0,5,Summer
421,2024-11-12,1230,Customer 1230,Business,Keyboard Accessory,Accessory,Keyboard,South,Italy,Online,Schmidt,4,26.29,0.1,94.64,52.36,42.28,0,5,BlackFriday
422,2024-01-06,1168,Customer 1168,Consumer,Mouse Accessory,Accessory,Mouse,South,Italy,Wholesale,Dubois,8,750.07,0.0,6000.56,4274.37,1726.19,0,3,BlackFriday
423,2024-10-11,1014,Customer 1014,Business,Android Phone,Phone,Android,South,Italy,Online,Nowak,6,85.36,0.0,512.16,373.92,138.24,1,4,Summer
424,2024-03-30,1041,Customer 1041,Business,Ultrabook Laptop,Laptop,Ultrabook,West,France,Online,Nowak,5,1107.74,0.2,4430.96,3121.68,1309.28,1,3,BackToSchool
425,2025-08-15,1082,Customer 1082,Consumer,Standard Tablet,Tablet,Standard,North,Germany,Retail,Garcia,7,1480.07,0.15,8806.42,6848.7,1957.72,0,4,BackToSchool
426,2024-05-17,1105,Customer 1105,Consumer,Gaming Laptop,Laptop,Gaming,East,Poland,Wholesale,Rossi,4,1258.58,0.2,4027.46,2278.37,1749.09,1,2,BackToSchool
427,2025-12-06,1134,Customer 1134,Business,Pro Tablet,Tablet,Pro,East,Poland,Retail,Rossi,6,1670.25,0.2,8017.2,5627.36,2389.84,1,5,BackToSchool
428,2024-07-03,1030,Customer 1030,Consumer,iPhone Phone,Phone,iPhone,South,Italy,Online,Miller,8,1133.32,0.0,9066.56,6791.91,2274.65,0,5,BackToSchool
429,2024-02-16,1163,Customer 1163,Consumer,Pro Tablet,Tablet,Pro,South,Italy,Online,Schmidt,5,472.86,0.0,2364.3,1496.83,867.47,1,4,None
430,2024-04-26,1145,Customer 1145,Consumer,Pro Tablet,Tablet,Pro,West,France,Wholesale,Rossi,1,1501.04,0.05,1425.99,911.55,514.44,0,5,BackToSchool
431,2024-02-06,1117,Customer 1117,Consumer,iPhone Phone,Phone,iPhone,South,Italy,Wholesale,Rossi,6,843.2,0.15,4300.32,3442.42,857.9,0,4,BlackFriday
432,2025-11-25,1175,Customer 1175,Consumer,Standard Tablet,Tablet,Standard,South,Italy,Wholesale,Garcia,6,137.86,0.05,785.8,491.69,294.11,0,4,BackToSchool
433,2025-10-03,1029,Customer 1029,Business,iPhone Phone,Phone,iPhone,South,Italy,Wholesale,Garcia,6,1283.52,0.1,6931.01,4586.56,2344.45,0,3,Summer
434,2025-04-07,1028,Customer 1028,Consumer,Standard Tablet,Tablet,Standard,East,Poland,Online,Garcia,1,1404.47,0.0,1404.47,940.74,463.73,0,5,BlackFriday
435,2024-06-06,1223,Customer 1223,Consumer,iPhone Phone,Phone,iPhone,West,France,Wholesale,Rossi,5,1400.45,0.05,6652.14,5040.73,1611.41,0,3,Spring
436,2024-02-07,1079,Customer 1079,Consumer,Keyboard Accessory,Accessory,Keyboard,North,Germany,Online,Miller,2,613.26,0.0,1226.52,708.73,517.79,0,2,BlackFriday
437,2024-11-15,1073,Customer 1073,Consumer,iPhone Phone,Phone,iPhone,South,Italy,Online,Garcia,6,1395.56,0.0,8373.36,5221.77,3151.59,0,4,None
438,2024-01-16,1081,Customer 1081,Consumer,Ultrabook Laptop,Laptop,Ultrabook,East,Poland,Wholesale,Garcia,3,1699.03,0.1,4587.38,3234.11,1353.27,0,2,Summer
439,2025-09-19,1007,Customer 1007,Consumer,Pro Tablet,Tablet,Pro,North,Germany,Online,Dubois,1,208.55,0.0,208.55,119.55,89.0,0,3,Christmas
440,2025-09-02,1085,Customer 1085,Consumer,Headset Accessory,Accessory,Headset,East,Poland,Retail,Schmidt,2,1753.15,0.15,2980.36,2096.1,884.26,0,5,None
441,2025-04-11,1242,Customer 1242,Business,Pro Tablet,Tablet,Pro,West,France,Online,Schmidt,3,1552.75,0.2,3726.6,2309.28,1417.32,0,5,Spring
442,2025-12-17,1007,Customer 1007,Consumer,Pro Tablet,Tablet,Pro,West,France,Retail,Miller,8,220.94,0.15,1502.39,1013.42,488.97,0,4,Summer
443,2025-09-10,1203,Customer 1203,Business,Android Phone,Phone,Android,West,France,Wholesale,Miller,6,1009.95,0.0,6059.7,4629.35,1430.35,1,5,BackToSchool
444,2025-08-27,1040,Customer 1040,Consumer,Mouse Accessory,Accessory,Mouse,South,Italy,Wholesale,Dubois,7,137.59,0.05,914.97,704.3,210.67,1,5,BackToSchool
445,2025-08-03,1171,Customer 1171,Consumer,Standard Tablet,Tablet,Standard,South,Italy,Wholesale,Miller,8,223.49,0.2,1430.34,965.46,464.88,1,2,BackToSchool
446,2024-06-29,1027,Customer 1027,Consumer,Pro Tablet,Tablet,Pro,North,Germany,Wholesale,Nowak,7,602.79,0.0,4219.53,2423.88,1795.65,0,2,Spring
447,2025-11-07,1157,Customer 1157,Consumer,iPhone Phone,Phone,iPhone,East,Poland,Retail,Rossi,8,368.29,0.1,2651.69,1673.03,978.66,0,5,Christmas
448,2024-12-18,1218,Customer 1218,Business,Ultrabook Laptop,Laptop,Ultrabook,West,France,Online,Garcia,1,677.22,0.2,541.78,439.56,102.22,0,4,None
449,2024-10-15,1151,Customer 1151,Consumer,Ultrabook Laptop,Laptop,Ultrabook,West,France,Wholesale,Dubois,6,1286.96,0.15,6563.5,4286.11,2277.39,1,3,Christmas
450,2024-06-26,1098,Customer 1098,Business,Mouse Accessory,Accessory,Mouse,South,Italy,Wholesale,Garcia,7,294.6,0.05,1959.09,1148.53,810.56,0,2,Spring
451,2025-05-13,1164,Customer 1164,Business,Mouse Accessory,Accessory,Mouse,North,Germany,Online,Dubois,8,1610.58,0.2,10307.71,8258.37,2049.34,1,3,BackToSchool
452,2025-06-05,1090,Customer 1090,Consumer,Headset Accessory,Accessory,Headset,West,France,Retail,Schmidt,3,776.09,0.0,2328.27,1643.86,684.41,0,4,BackToSchool
453,2025-07-13,1123,Customer 1123,Consumer,Standard Tablet,Tablet,Standard,North,Germany,Wholesale,Nowak,6,221.43,0.15,1129.29,914.35,214.94,0,3,Christmas
454,2025-06-23,1227,Customer 1227,Business,Pro Tablet,Tablet,Pro,North,Germany,Wholesale,Rossi,2,456.51,0.0,913.02,670.8,242.22,1,4,BlackFriday
455,2024-02-24,1131,Customer 1131,Business,Standard Tablet,Tablet,Standard,West,France,Retail,Dubois,6,769.41,0.1,4154.81,2609.58,1545.23,0,4,Christmas
456,2025-07-31,1043,Customer 1043,Consumer,Standard Tablet,Tablet,Standard,West,France,Wholesale,Rossi,1,1188.25,0.1,1069.42,821.74,247.68,1,2,Summer
457,2025-05-11,1064,Customer 1064,Consumer,Ultrabook Laptop,Laptop,Ultrabook,North,Germany,Retail,Schmidt,5,509.89,0.1,2294.51,1270.78,1023.73,0,3,BlackFriday
458,2024-06-03,1200,Customer 1200,Business,Keyboard Accessory,Accessory,Keyboard,South,Italy,Retail,Nowak,4,883.15,0.2,2826.08,2212.1,613.98,0,2,Spring
459,2025-09-01,1060,Customer 1060,Consumer,iPhone Phone,Phone,iPhone,West,France,Retail,Nowak,8,1312.28,0.05,9973.33,6053.13,3920.2,0,2,Christmas
460,2024-09-27,1102,Customer 1102,Consumer,Ultrabook Laptop,Laptop,Ultrabook,South,Italy,Retail,Dubois,5,867.75,0.2,3471.0,2128.03,1342.97,0,5,Summer
461,2024-05-28,1097,Customer 1097,Consumer,Mouse Accessory,Accessory,Mouse,East,Poland,Retail,Nowak,6,1731.94,0.0,10391.64,5988.58,4403.06,1,4,BackToSchool
462,2025-09-17,1205,Customer 1205,Consumer,Pro Tablet,Tablet,Pro,East,Poland,Retail,Miller,5,1184.73,0.15,5035.1,3396.17,1638.93,0,3,BlackFriday
463,2024-12-11,1002,Customer 1002,Business,iPhone Phone,Phone,iPhone,North,Germany,Wholesale,Miller,1,752.02,0.2,601.62,347.77,253.85,0,4,Spring
464,2024-10-17,1158,Customer 1158,Business,Standard Tablet,Tablet,Standard,North,Germany,Online,Miller,1,1690.54,0.05,1606.01,1295.46,310.55,0,2,None
465,2025-09-11,1178,Customer 1178,Consumer,iPhone Phone,Phone,iPhone,South,Italy,Online,Schmidt,5,544.33,0.0,2721.65,1966.31,755.34,0,5,Christmas
466,2025-11-14,1070,Customer 1070,Consumer,Pro Tablet,Tablet,Pro,South,Italy,Online,Miller,7,711.69,0.0,4981.83,3087.36,1894.47,0,3,BackToSchool
467,2024-03-12,1165,Customer 1165,Consumer,Mouse Accessory,Accessory,Mouse,West,France,Online,Dubois,2,276.09,0.15,469.35,285.82,183.53,0,5,Christmas
468,2024-09-22,1146,Customer 1146,Business,Ultrabook Laptop,Laptop,Ultrabook,North,Germany,Online,Nowak,5,1403.48,0.0,7017.4,5558.19,1459.21,0,2,None
469,2025-11-11,1084,Customer 1084,Consumer,Keyboard Accessory,Accessory,Keyboard,South,Italy,Wholesale,Dubois,1,937.38,0.15,796.77,541.08,255.69,0,2,BlackFriday
470,2024-08-19,1145,Customer 1145,Consumer,Gaming Laptop,Laptop,Gaming,West,France,Online,Rossi,6,613.52,0.1,3313.01,2180.51,1132.5,0,4,BlackFriday
471,2024-12-14,1051,Customer 1051,Consumer,Gaming Laptop,Laptop,Gaming,East,Poland,Wholesale,Schmidt,1,1742.17,0.05,1655.06,1043.84,611.22,0,2,Christmas
472,2025-12-06,1112,Customer 1112,Consumer,Pro Tablet,Tablet,Pro,North,Germany,Wholesale,Nowak,4,269.1,0.05,1022.58,569.42,453.16,1,3,BackToSchool
473,2025-02-02,1247,Customer 1247,Consumer,Gaming Laptop,Laptop,Gaming,West,France,Wholesale,Dubois,1,85.94,0.0,85.94,55.1,30.84,0,5,None
474,2024-08-04,1148,Customer 1148,Consumer,Headset Accessory,Accessory,Headset,South,Italy,Wholesale,Schmidt,2,85.64,0.05,162.72,110.98,51.74,0,5,BlackFriday
475,2024-02-16,1161,Customer 1161,Business,Android Phone,Phone,Android,North,Germany,Online,Miller,5,1480.92,0.0,7404.6,4984.55,2420.05,0,2,None
476,2024-04-26,1205,Customer 1205,Consumer,Headset Accessory,Accessory,Headset,South,Italy,Online,Schmidt,7,620.47,0.15,3691.8,2353.68,1338.12,1,3,Summer
477,2024-08-06,1030,Customer 1030,Consumer,Ultrabook Laptop,Laptop,Ultrabook,East,Poland,Online,Garcia,3,1368.44,0.05,3900.05,2878.24,1021.81,1,3,BackToSchool
478,2024-09-06,1156,Customer 1156,Consumer,Ultrabook Laptop,Laptop,Ultrabook,North,Germany,Wholesale,Dubois,3,47.82,0.15,121.94,69.72,52.22,0,3,None
479,2025-12-24,1032,Customer 1032,Business,Pro Tablet,Tablet,Pro,West,France,Wholesale,Schmidt,3,1158.89,0.2,2781.34,1867.98,913.36,0,3,BlackFriday
480,2025-12-09,1243,Customer 1243,Consumer,Ultrabook Laptop,Laptop,Ultrabook,West,France,Wholesale,Miller,5,639.18,0.0,3195.9,2238.99,956.91,0,2,BlackFriday
481,2024-04-07,1168,Customer 1168,Consumer,Standard Tablet,Tablet,Standard,West,France,Wholesale,Schmidt,5,114.46,0.0,572.3,437.86,134.44,0,5,Spring
482,2024-06-12,1053,Customer 1053,Business,Ultrabook Laptop,Laptop,Ultrabook,East,Poland,Retail,Dubois,5,615.04,0.15,2613.92,1468.23,1145.69,0,3,Spring
483,2024-01-30,1229,Customer 1229,Consumer,Headset Accessory,Accessory,Headset,North,Germany,Online,Schmidt,8,1075.02,0.1,7740.14,5132.86,2607.28,0,3,None
484,2024-11-29,1105,Customer 1105,Consumer,Android Phone,Phone,Android,South,Italy,Wholesale,Schmidt,7,1606.63,0.0,11246.41,7615.7,3630.71,0,2,BackToSchool
485,2024-05-28,1095,Customer 1095,Business,iPhone Phone,Phone,iPhone,South,Italy,Retail,Schmidt,8,1301.28,0.1,9369.22,7620.92,1748.3,0,4,Spring
486,2024-02-02,1218,Customer 1218,Business,Gaming Laptop,Laptop,Gaming,South,Italy,Online,Dubois,8,764.44,0.1,5503.97,3353.9,2150.07,0,3,Christmas
487,2025-09-18,1219,Customer 1219,Consumer,Android Phone,Phone,Android,North,Germany,Retail,Rossi,8,1554.71,0.05,11815.8,8385.99,3429.81,0,4,None
488,2025-03-14,1148,Customer 1148,Consumer,Android Phone,Phone,Android,East,Poland,Retail,Schmidt,3,1646.48,0.0,4939.44,3273.85,1665.59,0,2,BackToSchool
489,2025-05-31,1207,Customer 1207,Consumer,Gaming Laptop,Laptop,Gaming,West,France,Retail,Nowak,2,825.35,0.05,1568.16,897.67,670.49,0,5,Spring
490,2024-05-15,1023,Customer 1023,Business,Pro Tablet,Tablet,Pro,South,Italy,Wholesale,Miller,8,1210.88,0.05,9202.69,6809.0,2393.69,1,2,BackToSchool
491,2025-04-19,1160,Customer 1160,Consumer,iPhone Phone,Phone,iPhone,South,Italy,Retail,Dubois,1,1551.48,0.0,1551.48,1014.54,536.94,0,2,Summer
492,2025-03-12,1225,Customer 1225,Consumer,Standard Tablet,Tablet,Standard,North,Germany,Wholesale,Garcia,1,936.23,0.1,842.61,665.45,177.16,0,5,Summer
493,2025-04-21,1165,Customer 1165,Consumer,Gaming Laptop,Laptop,Gaming,East,Poland,Online,Rossi,2,1018.15,0.05,1934.48,1136.25,798.23,0,3,BlackFriday
494,2024-04-26,1194,Customer 1194,Business,Headset Accessory,Accessory,Headset,South,Italy,Wholesale,Schmidt,6,647.83,0.1,3498.28,2399.69,1098.59,0,4,None
495,2024-03-05,1128,Customer 1128,Business,Pro Tablet,Tablet,Pro,West,France,Retail,Rossi,2,856.89,0.2,1371.02,1005.15,365.87,1,4,BackToSchool
496,2025-09-27,1022,Customer 1022,Consumer,Standard Tablet,Tablet,Standard,South,Italy,Retail,Miller,7,1618.34,0.1,10195.54,8245.43,1950.11,0,2,Spring
497,2024-10-09,1223,Customer 1223,Consumer,Ultrabook Laptop,Laptop,Ultrabook,West,France,Online,Schmidt,1,541.84,0.2,433.47,347.45,86.02,0,4,BackToSchool
498,2025-03-30,1005,Customer 1005,Business,Gaming Laptop,Laptop,Gaming,South,Italy,Online,Schmidt,6,752.81,0.1,4065.17,2955.6,1109.57,0,5,BlackFriday
499,2025-11-12,1033,Customer 1033,Consumer,Keyboard Accessory,Accessory,Keyboard,East,Poland,Wholesale,Garcia,3,1424.9,0.05,4060.97,2764.49,1296.48,0,2,Spring
500,2024-12-27,1236,Customer 1236,Business,Pro Tablet,Tablet,Pro,South,Italy,Wholesale,Schmidt,5,344.46,0.05,1636.18,1270.69,365.49,0,3,Spring
501,2024-04-29,1066,Customer 1066,Consumer,Gaming Laptop,Laptop,Gaming,South,Italy,Retail,Garcia,3,385.18,0.0,1155.54,843.2,312.34,0,3,Summer
502,2025-04-04,1103,Customer 1103,Consumer,iPhone Phone,Phone,iPhone,North,Germany,Online,Dubois,3,1707.06,0.1,4609.06,2729.18,1879.88,1,4,Christmas
503,2025-12-23,1170,Customer 1170,Business,Pro Tablet,Tablet,Pro,East,Poland,Wholesale,Schmidt,8,622.86,0.0,4982.88,3724.92,1257.96,0,3,Christmas
504,2025-07-18,1158,Customer 1158,Business,Gaming Laptop,Laptop,Gaming,North,Germany,Retail,Schmidt,8,656.16,0.1,4724.35,2668.59,2055.76,0,3,Summer
505,2024-07-19,1171,Customer 1171,Consumer,Ultrabook Laptop,Laptop,Ultrabook,West,France,Wholesale,Miller,7,366.12,0.1,2306.56,1644.25,662.31,1,2,Christmas
506,2025-01-04,1098,Customer 1098,Business,Mouse Accessory,Accessory,Mouse,West,France,Retail,Garcia,1,526.68,0.1,474.01,300.14,173.87,0,2,Spring
507,2025-03-30,1206,Customer 1206,Business,Keyboard Accessory,Accessory,Keyboard,East,Poland,Online,Nowak,7,1316.92,0.15,7835.67,4604.89,3230.78,1,2,Spring
508,2024-07-31,1238,Customer 1238,Consumer,Pro Tablet,Tablet,Pro,East,Poland,Online,Rossi,7,177.44,0.15,1055.77,762.77,293.0,0,5,Spring
509,2025-07-23,1047,Customer 1047,Business,Headset Accessory,Accessory,Headset,South,Italy,Online,Dubois,5,1005.88,0.0,5029.4,3883.48,1145.92,0,4,BackToSchool
510,2025-07-26,1039,Customer 1039,Consumer,Mouse Accessory,Accessory,Mouse,North,Germany,Online,Garcia,5,1721.73,0.15,7317.35,4269.88,3047.47,0,5,Spring
511,2025-05-18,1126,Customer 1126,Consumer,Android Phone,Phone,Android,North,Germany,Retail,Miller,6,1054.3,0.2,5060.64,3379.18,1681.46,0,5,Christmas
512,2024-05-02,1148,Customer 1148,Consumer,Standard Tablet,Tablet,Standard,East,Poland,Online,Miller,3,589.03,0.05,1678.74,1085.3,593.44,0,4,Summer
513,2025-03-05,1135,Customer 1135,Consumer,Standard Tablet,Tablet,Standard,East,Poland,Retail,Nowak,2,934.68,0.05,1775.89,1343.4,432.49,1,3,BlackFriday
514,2024-11-26,1178,Customer 1178,Consumer,Pro Tablet,Tablet,Pro,East,Poland,Wholesale,Nowak,6,190.58,0.2,914.78,589.98,324.8,0,2,Spring
515,2025-06-14,1087,Customer 1087,Consumer,Pro Tablet,Tablet,Pro,West,France,Retail,Schmidt,2,407.82,0.2,652.51,397.84,254.67,0,2,BackToSchool
516,2025-04-16,1122,Customer 1122,Business,Ultrabook Laptop,Laptop,Ultrabook,South,Italy,Online,Garcia,5,1250.07,0.05,5937.83,4575.69,1362.14,1,4,Spring
517,2025-12-27,1032,Customer 1032,Business,Standard Tablet,Tablet,Standard,North,Germany,Online,Nowak,3,1244.72,0.1,3360.74,1962.14,1398.6,0,2,BackToSchool
518,2025-12-08,1193,Customer 1193,Consumer,Ultrabook Laptop,Laptop,Ultrabook,North,Germany,Retail,Dubois,1,369.5,0.0,369.5,282.34,87.16,1,2,BackToSchool
519,2024-05-01,1170,Customer 1170,Business,Standard Tablet,Tablet,Standard,North,Germany,Retail,Miller,2,1412.62,0.2,2260.19,1368.45,891.74,0,3,Christmas
520,2024-12-25,1241,Customer 1241,Consumer,Ultrabook Laptop,Laptop,Ultrabook,South,Italy,Wholesale,Garcia,6,646.92,0.2,3105.22,2362.5,742.72,1,3,BlackFriday
521,2025-08-06,1055,Customer 1055,Consumer,Ultrabook Laptop,Laptop,Ultrabook,North,Germany,Wholesale,Nowak,4,1736.39,0.05,6598.28,5235.39,1362.89,1,2,Christmas
522,2024-04-11,1150,Customer 1150,Consumer,iPhone Phone,Phone,iPhone,East,Poland,Wholesale,Schmidt,8,1218.88,0.0,9751.04,5839.21,3911.83,0,5,BackToSchool
523,2024-08-07,1031,Customer 1031,Consumer,iPhone Phone,Phone,iPhone,North,Germany,Retail,Dubois,2,945.12,0.15,1606.7,1214.37,392.33,0,2,None
524,2024-12-01,1116,Customer 1116,Business,Mouse Accessory,Accessory,Mouse,West,France,Retail,Rossi,5,1242.94,0.15,5282.5,3227.53,2054.97,0,4,BackToSchool
525,2024-07-12,1003,Customer 1003,Consumer,Gaming Laptop,Laptop,Gaming,East,Poland,Online,Nowak,8,1216.33,0.15,8271.04,5527.34,2743.7,0,2,Spring
526,2025-02-08,1236,Customer 1236,Business,Headset Accessory,Accessory,Headset,North,Germany,Wholesale,Schmidt,2,667.4,0.05,1268.06,813.37,454.69,1,5,None
527,2024-08-26,1195,Customer 1195,Consumer,Headset Accessory,Accessory,Headset,West,France,Retail,Nowak,5,1366.22,0.15,5806.44,3751.81,2054.63,1,5,BackToSchool
528,2025-06-07,1031,Customer 1031,Consumer,Standard Tablet,Tablet,Standard,West,France,Online,Garcia,8,905.15,0.05,6879.14,3838.73,3040.41,0,2,BackToSchool
529,2025-11-25,1173,Customer 1173,Business,Ultrabook Laptop,Laptop,Ultrabook,West,France,Wholesale,Garcia,3,558.9,0.2,1341.36,772.64,568.72,0,5,BackToSchool
530,2024-07-25,1066,Customer 1066,Consumer,Pro Tablet,Tablet,Pro,West,France,Wholesale,Rossi,6,1460.88,0.2,7012.22,4891.64,2120.58,0,5,None
531,2025-01-27,1117,Customer 1117,Consumer,Keyboard Accessory,Accessory,Keyboard,West,France,Retail,Miller,1,334.83,0.1,301.35,237.73,63.62,0,5,BackToSchool
532,2024-05-17,1145,Customer 1145,Consumer,Pro Tablet,Tablet,Pro,West,France,Online,Nowak,8,1194.94,0.2,7647.62,5387.72,2259.9,0,3,BlackFriday
533,2024-02-27,1248,Customer 1248,Business,Keyboard Accessory,Accessory,Keyboard,West,France,Wholesale,Dubois,6,1384.32,0.1,7475.33,4758.27,2717.06,0,2,Spring
534,2025-01-10,1024,Customer 1024,Consumer,Standard Tablet,Tablet,Standard,East,Poland,Retail,Dubois,6,1785.66,0.15,9106.87,5872.5,3234.37,0,3,Spring
535,2025-10-25,1029,Customer 1029,Business,Standard Tablet,Tablet,Standard,North,Germany,Retail,Garcia,3,55.09,0.1,148.74,83.31,65.43,0,5,Summer
536,2024-01-21,1096,Customer 1096,Consumer,Headset Accessory,Accessory,Headset,North,Germany,Retail,Rossi,7,593.91,0.0,4157.37,3193.89,963.48,0,3,Summer
